,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
756,32,Stayed,Non-Travel,1109,Research & Development,29,Master's degree,Medical,1,1046,Excellent,Female,69,Great,1,Laboratory Technician,Great,Single,4025,11135,9,Y,No,12,Great,Good,80,0,10,2,Great,8,7,7,7
757,34,Stayed,Travel_Rarely,216,Sales,1,Master's degree,Marketing,1,1047,Good,Male,75,Excellent,2,Sales Executive,Excellent,Divorced,9725,12278,0,Y,No,11,Great,Excellent,80,1,16,2,Good,15,1,0,9
758,59,Stayed,Travel_Rarely,1089,Sales,1,College,Technical Degree,1,1048,Good,Male,66,Great,3,Manager,Excellent,Married,11904,11038,3,Y,Yes,14,Great,Great,80,1,14,1,Low,6,4,0,4
759,45,Stayed,Travel_Rarely,788,Human Resources,24,Master's degree,Medical,1,1049,Good,Male,36,Great,1,Human Resources,Good,Single,2177,8318,1,Y,No,16,Great,Low,80,0,6,3,Great,6,3,0,4
760,53,Stayed,Travel_Frequently,124,Sales,2,Bachelor's degree,Marketing,1,1050,Great,Female,38,Good,3,Sales Executive,Good,Married,7525,23537,2,Y,No,12,Great,Low,80,1,30,2,Great,15,7,6,12
761,36,Churned,Travel_Rarely,660,Research & Development,15,Bachelor's degree,Other,1,1052,Low,Male,81,Great,2,Laboratory Technician,Great,Divorced,4834,7858,7,Y,No,14,Great,Good,80,1,9,3,Good,1,0,0,0
762,26,Churned,Travel_Frequently,342,Research & Development,2,Bachelor's degree,Life Sciences,1,1053,Low,Male,57,Great,1,Research Scientist,Low,Married,2042,15346,6,Y,Yes,14,Great,Good,80,1,6,2,Great,3,2,1,2
763,34,Stayed,Travel_Rarely,1333,Sales,10,Master's degree,Life Sciences,1,1055,Great,Female,87,Great,1,Sales Representative,Great,Married,2220,18410,1,Y,Yes,19,Great,Excellent,80,1,1,2,Great,1,1,0,0
764,28,Stayed,Travel_Rarely,1144,Sales,10,Below College,Medical,1,1056,Excellent,Male,74,Great,1,Sales Representative,Good,Married,1052,23384,1,Y,No,22,Excellent,Good,80,0,1,5,Great,1,0,0,0
765,38,Stayed,Travel_Frequently,1186,Research & Development,3,Master's degree,Other,1,1060,Great,Male,44,Great,1,Research Scientist,Great,Married,2821,2997,3,Y,No,16,Great,Low,80,1,8,2,Great,2,2,2,2
766,50,Stayed,Travel_Rarely,1464,Research & Development,2,Master's degree,Medical,1,1061,Good,Male,62,Great,5,Research Director,Great,Married,19237,12853,2,Y,Yes,11,Great,Excellent,80,1,29,2,Good,8,1,7,7
767,37,Stayed,Travel_Rarely,124,Research & Development,3,Bachelor's degree,Other,1,1062,Excellent,Female,35,Great,2,Healthcare Representative,Good,Single,4107,13848,3,Y,No,15,Great,Low,80,0,8,3,Good,4,3,0,1
768,40,Stayed,Travel_Rarely,300,Sales,26,Bachelor's degree,Marketing,1,1066,Great,Male,74,Great,2,Sales Executive,Low,Married,8396,22217,1,Y,No,14,Great,Good,80,1,8,3,Good,7,7,7,5
769,26,Stayed,Travel_Frequently,921,Research & Development,1,Below College,Medical,1,1068,Low,Female,66,Good,1,Research Scientist,Great,Divorced,2007,25265,1,Y,No,13,Great,Great,80,2,5,5,Great,5,3,1,3
770,46,Stayed,Travel_Rarely,430,Research & Development,1,Master's degree,Medical,1,1069,Excellent,Male,40,Great,5,Research Director,Excellent,Divorced,19627,21445,9,Y,No,17,Great,Excellent,80,2,23,0,Great,2,2,2,2
771,54,Stayed,Travel_Rarely,1082,Sales,2,Master's degree,Life Sciences,1,1070,Great,Female,41,Good,3,Sales Executive,Great,Married,10686,8392,6,Y,No,11,Great,Good,80,1,13,4,Great,9,4,7,0
772,56,Stayed,Travel_Frequently,1240,Research & Development,9,Bachelor's degree,Medical,1,1071,Low,Female,63,Great,1,Research Scientist,Great,Married,2942,12154,2,Y,No,19,Great,Good,80,1,18,4,Great,5,4,0,3
773,36,Stayed,Travel_Rarely,796,Research & Development,12,PhD,Medical,1,1073,Excellent,Female,51,Good,3,Manufacturing Director,Excellent,Single,8858,15669,0,Y,No,11,Great,Good,80,0,15,2,Good,14,8,7,8
774,55,Stayed,Non-Travel,444,Research & Development,2,Below College,Medical,1,1074,Great,Male,40,Good,4,Manager,Low,Single,16756,17323,7,Y,No,15,Great,Good,80,0,31,3,Excellent,9,7,6,2
775,43,Stayed,Travel_Rarely,415,Sales,25,Bachelor's degree,Medical,1,1076,Great,Male,79,Good,3,Sales Executive,Excellent,Divorced,10798,5268,5,Y,No,13,Great,Great,80,1,18,5,Great,1,0,0,0
776,20,Churned,Travel_Frequently,769,Sales,9,Bachelor's degree,Marketing,1,1077,Excellent,Female,54,Great,1,Sales Representative,Excellent,Single,2323,17205,1,Y,Yes,14,Great,Good,80,0,2,3,Great,2,2,0,2
777,21,Churned,Travel_Rarely,1334,Research & Development,10,Bachelor's degree,Life Sciences,1,1079,Great,Female,36,Good,1,Laboratory Technician,Low,Single,1416,17258,1,Y,No,13,Great,Low,80,0,1,6,Good,1,0,1,0
778,46,Stayed,Travel_Rarely,1003,Research & Development,8,Master's degree,Life Sciences,1,1080,Excellent,Female,74,Good,2,Research Scientist,Low,Divorced,4615,21029,8,Y,Yes,23,Excellent,Low,80,3,19,2,Great,16,13,1,7
779,51,Churned,Travel_Rarely,1323,Research & Development,4,Master's degree,Life Sciences,1,1081,Low,Male,34,Great,1,Research Scientist,Great,Married,2461,10332,9,Y,Yes,12,Great,Great,80,3,18,2,Excellent,10,0,2,7
780,28,Churned,Non-Travel,1366,Research & Development,24,College,Technical Degree,1,1082,Good,Male,72,Good,3,Healthcare Representative,Low,Single,8722,12355,1,Y,No,12,Great,Low,80,0,10,2,Good,10,7,1,9
781,26,Stayed,Travel_Rarely,192,Research & Development,1,College,Medical,1,1083,Low,Male,59,Good,1,Laboratory Technician,Low,Married,3955,11141,1,Y,No,16,Great,Low,80,2,6,2,Great,5,3,1,3
782,30,Stayed,Travel_Rarely,1176,Research & Development,20,Bachelor's degree,Other,1,1084,Great,Male,85,Great,2,Manufacturing Director,Low,Married,9957,9096,0,Y,No,15,Great,Great,80,1,7,1,Good,6,2,0,2
783,41,Stayed,Travel_Rarely,509,Research & Development,7,College,Technical Degree,1,1085,Good,Female,43,Excellent,1,Research Scientist,Great,Married,3376,18863,1,Y,No,13,Great,Great,80,0,10,3,Great,10,6,0,8
784,38,Stayed,Travel_Rarely,330,Research & Development,17,Below College,Life Sciences,1,1088,Great,Female,65,Good,3,Healthcare Representative,Great,Married,8823,24608,0,Y,No,18,Great,Low,80,1,20,4,Good,19,9,1,9
785,40,Stayed,Travel_Rarely,1492,Research & Development,20,Master's degree,Technical Degree,1,1092,Low,Male,61,Great,3,Healthcare Representative,Excellent,Married,10322,26542,4,Y,No,20,Excellent,Excellent,80,1,14,6,Great,11,10,11,1
786,27,Stayed,Non-Travel,1277,Research & Development,8,PhD,Life Sciences,1,1094,Low,Male,87,Low,1,Laboratory Technician,Great,Married,4621,5869,1,Y,No,19,Great,Excellent,80,3,3,4,Great,3,2,1,2
787,55,Stayed,Travel_Frequently,1091,Research & Development,2,Below College,Life Sciences,1,1096,Excellent,Male,65,Great,3,Manufacturing Director,Good,Married,10976,15813,3,Y,No,18,Great,Good,80,1,23,4,Great,3,2,1,2
788,28,Stayed,Travel_Rarely,857,Research & Development,10,Bachelor's degree,Other,1,1097,Great,Female,59,Great,2,Research Scientist,Great,Single,3660,7909,3,Y,No,13,Great,Excellent,80,0,10,4,Excellent,8,7,1,7
789,44,Churned,Travel_Rarely,1376,Human Resources,1,College,Medical,1,1098,Good,Male,91,Good,3,Human Resources,Low,Married,10482,2326,9,Y,No,14,Great,Excellent,80,1,24,1,Great,20,6,3,6
790,33,Stayed,Travel_Rarely,654,Research & Development,5,Bachelor's degree,Life Sciences,1,1099,Excellent,Male,34,Good,3,Healthcare Representative,Excellent,Divorced,7119,21214,4,Y,No,15,Great,Great,80,1,9,2,Great,3,2,1,2
791,35,Churned,Travel_Rarely,1204,Sales,4,Bachelor's degree,Technical Degree,1,1100,Excellent,Male,86,Great,3,Sales Executive,Low,Single,9582,10333,0,Y,Yes,22,Excellent,Low,80,0,9,2,Great,8,7,4,7
792,33,Churned,Travel_Frequently,827,Research & Development,29,Master's degree,Medical,1,1101,Low,Female,54,Good,2,Research Scientist,Great,Single,4508,3129,1,Y,No,22,Excellent,Good,80,0,14,4,Great,13,7,3,8
793,28,Stayed,Travel_Rarely,895,Research & Development,15,College,Life Sciences,1,1102,Low,Male,50,Great,1,Laboratory Technician,Great,Divorced,2207,22482,1,Y,No,16,Great,Excellent,80,1,4,5,Good,4,2,2,2
794,34,Stayed,Travel_Frequently,618,Research & Development,3,Below College,Life Sciences,1,1103,Low,Male,45,Great,2,Healthcare Representative,Excellent,Single,7756,22266,0,Y,No,17,Great,Great,80,0,7,1,Good,6,2,0,4
795,37,Stayed,Travel_Rarely,309,Sales,10,Master's degree,Life Sciences,1,1105,Excellent,Female,88,Good,2,Sales Executive,Excellent,Divorced,6694,24223,2,Y,Yes,14,Great,Great,80,3,8,5,Great,1,0,0,0
796,25,Churned,Travel_Rarely,1219,Research & Development,4,Below College,Technical Degree,1,1106,Excellent,Male,32,Great,1,Laboratory Technician,Excellent,Married,3691,4605,1,Y,Yes,15,Great,Good,80,1,7,3,Excellent,7,7,5,6
797,26,Churned,Travel_Rarely,1330,Research & Development,21,Bachelor's degree,Medical,1,1107,Low,Male,37,Great,1,Laboratory Technician,Great,Divorced,2377,19373,1,Y,No,20,Excellent,Great,80,1,1,0,Good,1,1,0,0
798,33,Churned,Travel_Rarely,1017,Research & Development,25,Bachelor's degree,Medical,1,1108,Low,Male,55,Good,1,Research Scientist,Good,Single,2313,2993,4,Y,Yes,20,Excellent,Good,80,0,5,0,Great,2,2,2,2
799,42,Stayed,Travel_Rarely,469,Research & Development,2,College,Medical,1,1109,Excellent,Male,35,Great,4,Manager,Low,Married,17665,14399,0,Y,No,17,Great,Excellent,80,1,23,3,Great,22,6,13,7
800,28,Churned,Travel_Frequently,1009,Research & Development,1,Bachelor's degree,Medical,1,1111,Low,Male,45,Good,1,Laboratory Technician,Good,Divorced,2596,7160,1,Y,No,15,Great,Low,80,2,1,2,Great,1,0,0,0
801,50,Churned,Travel_Frequently,959,Sales,1,Master's degree,Other,1,1113,Excellent,Male,81,Great,2,Sales Executive,Great,Single,4728,17251,3,Y,Yes,14,Great,Excellent,80,0,5,4,Great,0,0,0,0
802,33,Stayed,Travel_Frequently,970,Sales,7,Bachelor's degree,Life Sciences,1,1114,Excellent,Female,30,Great,2,Sales Executive,Good,Married,4302,13401,0,Y,No,17,Great,Great,80,1,4,3,Great,3,2,0,2
803,34,Stayed,Non-Travel,697,Research & Development,3,Master's degree,Life Sciences,1,1115,Great,Male,40,Good,1,Research Scientist,Excellent,Married,2979,22478,3,Y,No,17,Great,Excellent,80,3,6,2,Great,0,0,0,0
804,48,Stayed,Non-Travel,1262,Research & Development,1,Master's degree,Medical,1,1116,Low,Male,35,Excellent,4,Manager,Excellent,Single,16885,16154,2,Y,No,22,Excellent,Great,80,0,27,3,Good,5,4,2,1
805,45,Stayed,Non-Travel,1050,Sales,9,Master's degree,Life Sciences,1,1117,Good,Female,65,Good,2,Sales Executive,Great,Married,5593,17970,1,Y,No,13,Great,Excellent,80,1,15,2,Great,15,10,4,12
806,52,Stayed,Travel_Rarely,994,Research & Development,7,Master's degree,Life Sciences,1,1118,Good,Male,87,Great,3,Healthcare Representative,Good,Single,10445,15322,7,Y,No,19,Great,Excellent,80,0,18,4,Great,8,6,4,0
807,38,Stayed,Travel_Rarely,770,Sales,10,Master's degree,Marketing,1,1119,Great,Male,73,Good,3,Sales Executive,Great,Divorced,8740,5569,0,Y,Yes,14,Great,Good,80,2,9,2,Great,8,7,2,7
808,29,Stayed,Travel_Rarely,1107,Research & Development,28,Master's degree,Life Sciences,1,1120,Great,Female,93,Great,1,Research Scientist,Excellent,Divorced,2514,26968,4,Y,No,22,Excellent,Low,80,1,11,1,Great,7,5,1,7
809,28,Stayed,Travel_Rarely,950,Research & Development,3,Bachelor's degree,Medical,1,1121,Excellent,Female,93,Great,3,Manufacturing Director,Good,Divorced,7655,8039,0,Y,No,17,Great,Good,80,3,10,3,Good,9,7,1,7
810,46,Stayed,Travel_Rarely,406,Sales,3,Below College,Marketing,1,1124,Low,Male,52,Great,4,Manager,Great,Married,17465,15596,3,Y,No,12,Great,Excellent,80,1,23,3,Great,12,9,4,9
811,38,Stayed,Travel_Rarely,130,Sales,2,College,Marketing,1,1125,Excellent,Male,32,Great,3,Sales Executive,Good,Single,7351,20619,7,Y,No,16,Great,Great,80,0,10,2,Great,1,0,0,0
812,43,Stayed,Travel_Frequently,1082,Research & Development,27,Bachelor's degree,Life Sciences,1,1126,Great,Female,83,Great,3,Manufacturing Director,Low,Married,10820,11535,8,Y,No,11,Great,Great,80,1,18,1,Great,8,7,0,1
813,39,Churned,Travel_Frequently,203,Research & Development,2,Bachelor's degree,Life Sciences,1,1127,Low,Male,84,Great,4,Healthcare Representative,Excellent,Divorced,12169,13547,7,Y,No,11,Great,Excellent,80,3,21,4,Great,18,7,11,5
814,40,Stayed,Travel_Rarely,1308,Research & Development,14,Bachelor's degree,Medical,1,1128,Great,Male,44,Good,5,Research Director,Great,Single,19626,17544,1,Y,No,14,Great,Low,80,0,21,2,Excellent,20,7,4,9
815,21,Stayed,Travel_Rarely,984,Research & Development,1,Below College,Technical Degree,1,1131,Excellent,Female,70,Good,1,Research Scientist,Good,Single,2070,25326,1,Y,Yes,11,Great,Great,80,0,2,6,Excellent,2,2,2,2
816,39,Stayed,Non-Travel,439,Research & Development,9,Bachelor's degree,Life Sciences,1,1132,Great,Male,70,Great,2,Laboratory Technician,Good,Single,6782,8770,9,Y,No,15,Great,Great,80,0,9,2,Good,5,4,0,3
817,36,Stayed,Non-Travel,217,Research & Development,18,Master's degree,Life Sciences,1,1133,Low,Male,78,Great,2,Manufacturing Director,Excellent,Single,7779,23238,2,Y,No,20,Excellent,Low,80,0,18,0,Great,11,9,0,9
818,31,Stayed,Travel_Frequently,793,Sales,20,Bachelor's degree,Life Sciences,1,1135,Great,Male,67,Excellent,1,Sales Representative,Excellent,Married,2791,21981,0,Y,No,12,Great,Low,80,1,3,4,Great,2,2,2,2
819,28,Stayed,Travel_Rarely,1451,Research & Development,2,Below College,Life Sciences,1,1136,Low,Male,67,Good,1,Research Scientist,Good,Married,3201,19911,0,Y,No,17,Great,Low,80,0,6,2,Low,5,3,0,4
820,35,Stayed,Travel_Frequently,1182,Sales,11,College,Marketing,1,1137,Excellent,Male,54,Great,2,Sales Executive,Excellent,Divorced,4968,18500,1,Y,No,11,Great,Excellent,80,1,5,3,Great,5,2,0,2
821,49,Stayed,Travel_Rarely,174,Sales,8,Master's degree,Technical Degree,1,1138,Excellent,Male,56,Good,4,Sales Executive,Good,Married,13120,11879,6,Y,No,17,Great,Good,80,1,22,3,Great,9,8,2,3
822,34,Stayed,Travel_Frequently,1003,Research & Development,2,College,Life Sciences,1,1140,Excellent,Male,95,Great,2,Manufacturing Director,Great,Single,4033,15834,2,Y,No,11,Great,Excellent,80,0,5,3,Good,3,2,0,2
823,29,Stayed,Travel_Frequently,490,Research & Development,10,Bachelor's degree,Life Sciences,1,1143,Excellent,Female,61,Great,1,Research Scientist,Good,Divorced,3291,17940,0,Y,No,14,Great,Excellent,80,2,8,2,Good,7,5,1,1
824,42,Stayed,Travel_Rarely,188,Research & Development,29,Bachelor's degree,Medical,1,1148,Good,Male,56,Low,2,Laboratory Technician,Excellent,Single,4272,9558,4,Y,No,19,Great,Low,80,0,16,3,Great,1,0,0,0
825,29,Stayed,Travel_Rarely,718,Research & Development,8,Below College,Medical,1,1150,Good,Male,79,Good,2,Manufacturing Director,Excellent,Married,5056,17689,1,Y,Yes,15,Great,Great,80,1,10,2,Good,10,7,1,2
826,38,Stayed,Travel_Rarely,433,Human Resources,1,Bachelor's degree,Human Resources,1,1152,Great,Male,37,Excellent,1,Human Resources,Great,Married,2844,6004,1,Y,No,13,Great,Excellent,80,1,7,2,Excellent,7,6,5,0
827,28,Stayed,Travel_Frequently,773,Research & Development,6,Bachelor's degree,Life Sciences,1,1154,Great,Male,39,Good,1,Research Scientist,Great,Divorced,2703,22088,1,Y,Yes,14,Great,Excellent,80,1,3,2,Great,3,1,0,2
828,18,Churned,Non-Travel,247,Research & Development,8,Below College,Medical,1,1156,Great,Male,80,Great,1,Laboratory Technician,Great,Single,1904,13556,1,Y,No,12,Great,Excellent,80,0,0,0,Great,0,0,0,0
829,33,Churned,Travel_Rarely,603,Sales,9,Master's degree,Marketing,1,1157,Low,Female,77,Great,2,Sales Executive,Low,Single,8224,18385,0,Y,Yes,17,Great,Low,80,0,6,3,Great,5,2,0,3
830,41,Stayed,Travel_Rarely,167,Research & Development,12,Master's degree,Life Sciences,1,1158,Good,Male,46,Great,1,Laboratory Technician,Excellent,Married,4766,9051,3,Y,Yes,11,Great,Low,80,1,6,4,Great,1,0,0,0
831,31,Churned,Travel_Frequently,874,Research & Development,15,Bachelor's degree,Medical,1,1160,Great,Male,72,Great,1,Laboratory Technician,Great,Married,2610,6233,1,Y,No,12,Great,Great,80,1,2,5,Good,2,2,2,2
832,37,Stayed,Travel_Rarely,367,Research & Development,25,College,Medical,1,1161,Great,Female,52,Good,2,Healthcare Representative,Excellent,Divorced,5731,17171,7,Y,No,13,Great,Great,80,2,9,2,Great,6,2,1,3
833,27,Stayed,Travel_Rarely,199,Research & Development,6,Bachelor's degree,Life Sciences,1,1162,Excellent,Male,55,Good,1,Research Scientist,Great,Married,2539,7950,1,Y,No,13,Great,Great,80,1,4,0,Great,4,2,2,2
834,34,Stayed,Travel_Rarely,1400,Sales,9,Below College,Life Sciences,1,1163,Good,Female,70,Great,2,Sales Executive,Great,Married,5714,5829,1,Y,No,20,Excellent,Low,80,0,6,3,Good,6,5,1,3
835,35,Stayed,Travel_Rarely,528,Human Resources,8,Master's degree,Technical Degree,1,1164,Great,Male,100,Great,1,Human Resources,Great,Single,4323,7108,1,Y,No,17,Great,Good,80,0,6,2,Low,5,4,1,4
836,29,Churned,Travel_Rarely,408,Sales,23,Below College,Life Sciences,1,1165,Excellent,Female,45,Good,3,Sales Executive,Low,Married,7336,11162,1,Y,No,13,Great,Low,80,1,11,3,Low,11,8,3,10
837,40,Stayed,Travel_Frequently,593,Research & Development,9,Master's degree,Medical,1,1166,Good,Female,88,Great,3,Research Director,Great,Single,13499,13782,9,Y,No,17,Great,Great,80,0,20,3,Good,18,7,2,13
838,42,Churned,Travel_Frequently,481,Sales,12,Bachelor's degree,Life Sciences,1,1167,Great,Male,44,Great,4,Sales Executive,Low,Single,13758,2447,0,Y,Yes,12,Great,Good,80,0,22,2,Good,21,9,13,14
839,42,Stayed,Travel_Rarely,647,Sales,4,Master's degree,Marketing,1,1171,Good,Male,45,Great,2,Sales Executive,Low,Single,5155,2253,7,Y,No,13,Great,Excellent,80,0,9,3,Excellent,6,4,1,5
840,35,Stayed,Travel_Rarely,982,Research & Development,1,Master's degree,Medical,1,1172,Excellent,Male,58,Good,1,Laboratory Technician,Great,Married,2258,16340,6,Y,No,12,Great,Good,80,1,10,2,Great,8,0,1,7
841,24,Stayed,Travel_Rarely,477,Research & Development,24,Bachelor's degree,Medical,1,1173,Excellent,Male,49,Great,1,Laboratory Technician,Good,Single,3597,6409,8,Y,No,22,Excellent,Excellent,80,0,6,2,Great,4,3,1,2
842,28,Churned,Travel_Rarely,1485,Research & Development,12,Below College,Life Sciences,1,1175,Great,Female,79,Great,1,Laboratory Technician,Excellent,Married,2515,22955,1,Y,Yes,11,Great,Excellent,80,0,1,4,Good,1,1,0,0
843,26,Stayed,Travel_Rarely,1384,Research & Development,3,Master's degree,Medical,1,1177,Low,Male,82,Excellent,1,Laboratory Technician,Excellent,Married,4420,13421,1,Y,No,22,Excellent,Good,80,1,8,2,Great,8,7,0,7
844,30,Stayed,Travel_Rarely,852,Sales,10,Bachelor's degree,Marketing,1,1179,Great,Male,72,Good,2,Sales Executive,Great,Married,6578,2706,1,Y,No,18,Great,Low,80,1,10,3,Great,10,3,1,4
845,40,Stayed,Travel_Frequently,902,Research & Development,26,College,Medical,1,1180,Great,Female,92,Good,2,Research Scientist,Excellent,Married,4422,21203,3,Y,Yes,13,Great,Excellent,80,1,16,3,Low,1,1,0,0
846,35,Stayed,Travel_Rarely,819,Research & Development,2,Bachelor's degree,Life Sciences,1,1182,Great,Male,44,Good,3,Manufacturing Director,Good,Divorced,10274,19588,2,Y,No,18,Great,Good,80,1,15,2,Excellent,7,7,6,4
847,34,Stayed,Travel_Frequently,669,Research & Development,1,Bachelor's degree,Medical,1,1184,Excellent,Male,97,Good,2,Healthcare Representative,Low,Single,5343,25755,0,Y,No,20,Excellent,Great,80,0,14,3,Great,13,9,4,9
848,35,Stayed,Travel_Frequently,636,Research & Development,4,Master's degree,Other,1,1185,Excellent,Male,47,Good,1,Laboratory Technician,Excellent,Married,2376,26537,1,Y,No,13,Great,Good,80,1,2,2,Excellent,2,2,2,2
849,43,Churned,Travel_Rarely,1372,Sales,9,Bachelor's degree,Marketing,1,1188,Low,Female,85,Low,2,Sales Executive,Great,Single,5346,9489,8,Y,No,13,Great,Good,80,0,7,2,Good,4,3,1,3
850,32,Stayed,Non-Travel,862,Sales,2,Below College,Life Sciences,1,1190,Great,Female,76,Great,1,Sales Representative,Low,Divorced,2827,14947,1,Y,No,12,Great,Great,80,3,1,3,Great,1,0,0,0
851,56,Stayed,Travel_Rarely,718,Research & Development,4,Master's degree,Technical Degree,1,1191,Excellent,Female,92,Great,5,Manager,Low,Divorced,19943,18575,4,Y,No,13,Great,Excellent,80,1,28,2,Great,5,2,4,2
852,29,Stayed,Travel_Rarely,1401,Research & Development,6,Below College,Medical,1,1192,Good,Female,54,Great,1,Laboratory Technician,Excellent,Married,3131,26342,1,Y,No,13,Great,Low,80,1,10,5,Great,10,8,0,8
853,19,Stayed,Travel_Rarely,645,Research & Development,9,College,Life Sciences,1,1193,Great,Male,54,Great,1,Research Scientist,Low,Single,2552,7172,1,Y,No,25,Excellent,Great,80,0,1,4,Great,1,1,0,0
854,45,Stayed,Travel_Rarely,1457,Research & Development,7,Bachelor's degree,Medical,1,1195,Low,Female,83,Great,1,Research Scientist,Great,Married,4477,20100,4,Y,Yes,19,Great,Great,80,1,7,2,Good,3,2,0,2
855,37,Stayed,Travel_Rarely,977,Research & Development,1,Bachelor's degree,Life Sciences,1,1196,Excellent,Female,56,Good,2,Manufacturing Director,Excellent,Married,6474,9961,1,Y,No,13,Great,Good,80,1,14,2,Good,14,8,3,11
856,20,Stayed,Travel_Rarely,805,Research & Development,3,Bachelor's degree,Life Sciences,1,1198,Low,Male,87,Good,1,Laboratory Technician,Great,Single,3033,12828,1,Y,No,12,Great,Low,80,0,2,2,Good,2,2,1,2
857,44,Churned,Travel_Rarely,1097,Research & Development,10,Master's degree,Life Sciences,1,1200,Great,Male,96,Great,1,Research Scientist,Great,Single,2936,10826,1,Y,Yes,11,Great,Great,80,0,6,4,Great,6,4,0,2
858,53,Stayed,Travel_Rarely,1223,Research & Development,7,College,Medical,1,1201,Excellent,Female,50,Great,5,Manager,Great,Divorced,18606,18640,3,Y,No,18,Great,Good,80,1,26,6,Great,7,7,4,7
859,29,Stayed,Travel_Rarely,942,Research & Development,15,Below College,Life Sciences,1,1202,Good,Female,69,Low,1,Research Scientist,Excellent,Married,2168,26933,0,Y,Yes,18,Great,Low,80,1,6,2,Good,5,4,1,3
860,22,Churned,Travel_Frequently,1256,Research & Development,3,Master's degree,Life Sciences,1,1203,Great,Male,48,Good,1,Research Scientist,Excellent,Married,2853,4223,0,Y,Yes,11,Great,Good,80,1,1,5,Great,0,0,0,0
861,46,Stayed,Travel_Rarely,1402,Sales,2,Bachelor's degree,Marketing,1,1204,Great,Female,69,Great,4,Manager,Low,Married,17048,24097,8,Y,No,23,Excellent,Low,80,0,28,2,Great,26,15,15,9
862,44,Stayed,Non-Travel,111,Research & Development,17,Bachelor's degree,Life Sciences,1,1206,Excellent,Male,74,Low,1,Research Scientist,Great,Single,2290,4279,2,Y,No,13,Great,Excellent,80,0,6,3,Great,0,0,0,0
863,33,Stayed,Travel_Rarely,147,Human Resources,2,Bachelor's degree,Human Resources,1,1207,Good,Male,99,Great,1,Human Resources,Great,Married,3600,8429,1,Y,No,13,Great,Excellent,80,1,5,2,Great,5,4,1,4
864,41,Churned,Non-Travel,906,Research & Development,5,College,Life Sciences,1,1210,Low,Male,95,Good,1,Research Scientist,Low,Divorced,2107,20293,6,Y,No,17,Great,Low,80,1,5,2,Low,1,0,0,0
865,30,Stayed,Travel_Rarely,1329,Sales,29,Master's degree,Life Sciences,1,1211,Great,Male,61,Great,2,Sales Executive,Low,Divorced,4115,13192,8,Y,No,19,Great,Great,80,3,8,3,Great,4,3,0,3
866,40,Stayed,Travel_Frequently,1184,Sales,2,Master's degree,Medical,1,1212,Good,Male,62,Great,2,Sales Executive,Good,Married,4327,25440,5,Y,No,12,Great,Excellent,80,3,5,2,Great,0,0,0,0
867,50,Stayed,Travel_Frequently,1421,Research & Development,2,Bachelor's degree,Medical,1,1215,Excellent,Female,30,Great,4,Manager,Low,Married,17856,9490,2,Y,No,22,Excellent,Great,80,1,32,3,Great,2,2,2,2
868,28,Stayed,Travel_Rarely,1179,Research & Development,19,Master's degree,Medical,1,1216,Excellent,Male,78,Good,1,Laboratory Technician,Low,Married,3196,12449,1,Y,No,12,Great,Great,80,3,6,2,Great,6,5,3,3
869,46,Stayed,Travel_Rarely,1450,Research & Development,15,College,Life Sciences,1,1217,Excellent,Male,52,Great,5,Research Director,Good,Married,19081,10849,5,Y,No,11,Great,Low,80,1,25,2,Great,4,2,0,3
870,35,Stayed,Travel_Rarely,1361,Sales,17,Master's degree,Life Sciences,1,1218,Great,Male,94,Great,2,Sales Executive,Low,Married,8966,21026,3,Y,Yes,15,Great,Excellent,80,3,15,2,Great,7,7,1,7
871,24,Churned,Travel_Rarely,984,Research & Development,17,College,Life Sciences,1,1219,Excellent,Female,97,Great,1,Laboratory Technician,Good,Married,2210,3372,1,Y,No,13,Great,Low,80,1,1,3,Low,1,0,0,0
872,33,Stayed,Travel_Frequently,1146,Sales,25,Bachelor's degree,Medical,1,1220,Good,Female,82,Great,2,Sales Executive,Great,Married,4539,4905,1,Y,No,12,Great,Low,80,1,10,3,Good,10,7,0,1
873,36,Stayed,Travel_Rarely,917,Research & Development,6,Master's degree,Life Sciences,1,1221,Great,Male,60,Low,1,Laboratory Technician,Great,Divorced,2741,6865,1,Y,No,14,Great,Great,80,1,7,4,Great,7,7,1,7
874,30,Stayed,Travel_Rarely,853,Research & Development,7,Master's degree,Life Sciences,1,1224,Great,Male,49,Great,2,Laboratory Technician,Great,Divorced,3491,11309,1,Y,No,13,Great,Low,80,3,10,4,Good,10,7,8,9
875,44,Stayed,Travel_Rarely,200,Research & Development,29,Master's degree,Other,1,1225,Excellent,Male,32,Great,2,Research Scientist,Excellent,Single,4541,7744,1,Y,No,25,Excellent,Good,80,0,20,3,Great,20,11,13,17
