,Age,Attrition,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobSatisfaction,MonthlyIncome,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,WorkLifeBalance,YearsAtCompany,raise_category
459,41,Stayed,2,Master's degree,Other,Low,Female,Good,Great,6811,17,Great,Low,80,Great,8,15-20%
460,26,Stayed,29,College,Medical,Low,Male,Great,Great,4306,12,Great,Low,80,Great,0,10-15%
461,35,Stayed,1,Bachelor's degree,Medical,Low,Female,Great,Great,4859,16,Great,Excellent,80,Great,5,15-20%
462,34,Stayed,21,Master's degree,Life Sciences,Excellent,Male,Excellent,Excellent,5337,12,Great,Excellent,80,Great,10,10-15%
463,26,Churned,24,Bachelor's degree,Technical Degree,Great,Male,Low,Excellent,2340,18,Great,Good,80,Low,1,15-20%
464,37,Stayed,1,Bachelor's degree,Technical Degree,Good,Female,Great,Excellent,7491,17,Great,Excellent,80,Excellent,6,15-20%
465,46,Stayed,18,Below College,Medical,Low,Female,Great,Great,10527,11,Great,Excellent,80,Good,2,10-15%
466,41,Stayed,2,PhD,Life Sciences,Good,Female,Great,Low,16595,16,Great,Good,80,Great,18,15-20%
467,37,Stayed,9,Master's degree,Medical,Low,Male,Great,Good,8834,13,Great,Excellent,80,Great,9,10-15%
468,52,Stayed,6,College,Technical Degree,Excellent,Male,Great,Low,5577,12,Great,Good,80,Great,10,10-15%
469,32,Churned,11,Master's degree,Other,Excellent,Male,Excellent,Great,4707,12,Great,Excellent,80,Great,4,10-15%
470,24,Stayed,24,Bachelor's degree,Medical,Excellent,Male,Great,Excellent,2400,13,Great,Great,80,Great,2,10-15%
471,38,Stayed,10,Bachelor's degree,Medical,Great,Female,Great,Great,9824,19,Great,Great,80,Great,1,15-20%
472,37,Stayed,1,Master's degree,Life Sciences,Good,Female,Great,Good,6447,12,Great,Good,80,Good,6,10-15%
473,49,Stayed,18,Master's degree,Life Sciences,Excellent,Male,Good,Great,19502,17,Great,Great,80,Great,31,15-20%
474,24,Stayed,23,Bachelor's degree,Medical,Good,Male,Excellent,Excellent,2725,11,Great,Good,80,Great,6,10-15%
475,26,Stayed,28,College,Marketing,Low,Male,Great,Good,6272,20,Excellent,Excellent,80,Excellent,5,15-20%
476,24,Stayed,17,College,Other,Excellent,Male,Good,Good,2127,21,Excellent,Excellent,80,Great,1,20-25%
477,50,Stayed,3,Bachelor's degree,Medical,Low,Male,Great,Good,18200,11,Great,Great,80,Great,32,10-15%
478,25,Stayed,13,Below College,Medical,Good,Male,Great,Great,2096,11,Great,Great,80,Great,7,10-15%
479,24,Churned,7,Bachelor's degree,Life Sciences,Low,Female,Great,Great,2886,16,Great,Excellent,80,Great,6,15-20%
480,30,Churned,12,Master's degree,Life Sciences,Good,Male,Good,Low,2033,18,Great,Great,80,Excellent,1,15-20%
481,34,Stayed,1,College,Life Sciences,Good,Male,Good,Excellent,3622,13,Great,Excellent,80,Great,6,10-15%
482,31,Churned,13,Master's degree,Medical,Good,Male,Great,Low,4233,17,Great,Great,80,Low,3,15-20%
483,35,Stayed,25,College,Other,Low,Male,Good,Excellent,3681,14,Great,Excellent,80,Great,3,10-15%
484,31,Stayed,6,Master's degree,Medical,Low,Male,Excellent,Excellent,5460,22,Excellent,Excellent,80,Excellent,7,20-25%
485,27,Stayed,6,Master's degree,Medical,Low,Female,Good,Great,2187,12,Great,Great,80,Good,5,10-15%
486,37,Stayed,2,Bachelor's degree,Marketing,Excellent,Male,Great,Great,9602,11,Great,Great,80,Good,3,10-15%
487,20,Stayed,1,Bachelor's degree,Life Sciences,Excellent,Female,Good,Good,2836,13,Great,Excellent,80,Excellent,1,10-15%
488,42,Stayed,2,Master's degree,Life Sciences,Great,Female,Great,Excellent,4089,13,Great,Good,80,Great,10,10-15%
489,43,Stayed,6,Master's degree,Other,Good,Male,Good,Excellent,16627,14,Great,Great,80,Good,1,10-15%
490,38,Stayed,1,Below College,Life Sciences,Great,Female,Great,Low,2619,17,Great,Excellent,80,Good,0,15-20%
491,43,Stayed,9,PhD,Medical,Excellent,Male,Great,Great,5679,13,Great,Good,80,Great,8,10-15%
492,48,Stayed,1,Master's degree,Life Sciences,Excellent,Female,Good,Low,15402,11,Great,Low,80,Low,3,10-15%
493,44,Stayed,1,Master's degree,Life Sciences,Low,Female,Good,Great,5985,11,Great,Good,80,Excellent,2,10-15%
494,34,Stayed,14,Bachelor's degree,Technical Degree,Great,Female,Great,Great,2579,18,Great,Excellent,80,Great,8,15-20%
495,27,Churned,2,Below College,Marketing,Great,Male,Great,Low,3041,11,Great,Good,80,Great,4,10-15%
496,21,Stayed,22,Below College,Technical Degree,Great,Male,Great,Great,3447,11,Great,Great,80,Great,3,10-15%
497,44,Stayed,3,Master's degree,Other,Excellent,Male,Great,Excellent,19513,12,Great,Low,80,Excellent,2,10-15%
498,22,Stayed,6,Below College,Medical,Low,Male,Great,Great,2773,20,Excellent,Excellent,80,Great,2,15-20%
499,33,Stayed,8,Master's degree,Marketing,Great,Male,Great,Great,7104,12,Great,Excellent,80,Great,5,10-15%
500,32,Stayed,9,Master's degree,Life Sciences,Low,Female,Great,Excellent,6322,12,Great,Excellent,80,Good,6,10-15%
501,30,Stayed,3,Bachelor's degree,Medical,Great,Female,Great,Great,2083,20,Excellent,Great,80,Great,1,15-20%
502,53,Stayed,1,Below College,Medical,Excellent,Female,Great,Low,8381,20,Excellent,Excellent,80,Excellent,14,15-20%
503,34,Stayed,1,PhD,Life Sciences,Good,Male,Great,Excellent,2691,12,Great,Excellent,80,Good,10,10-15%
504,45,Churned,26,Master's degree,Life Sciences,Low,Female,Great,Low,4286,14,Great,Excellent,80,Great,1,10-15%
505,26,Stayed,6,Bachelor's degree,Life Sciences,Great,Female,Great,Excellent,2659,13,Great,Great,80,Great,3,10-15%
506,37,Stayed,3,Bachelor's degree,Other,Great,Male,Great,Great,9434,15,Great,Great,80,Great,10,10-15%
507,29,Stayed,3,College,Medical,Good,Female,Great,Great,5561,14,Great,Low,80,Good,6,10-15%
508,35,Stayed,6,Master's degree,Life Sciences,Good,Male,Low,Excellent,6646,13,Great,Good,80,Great,17,10-15%
509,33,Stayed,6,Bachelor's degree,Life Sciences,Great,Male,Great,Excellent,7725,23,Excellent,Great,80,Low,13,20-25%
510,54,Stayed,19,Master's degree,Medical,Great,Male,Great,Good,10725,15,Great,Great,80,Excellent,9,10-15%
511,36,Stayed,9,College,Medical,Good,Male,Good,Good,8847,11,Great,Great,80,Great,3,10-15%
512,27,Stayed,3,Master's degree,Medical,Low,Male,Good,Excellent,2045,13,Great,Excellent,80,Great,4,10-15%
513,20,Churned,10,Below College,Medical,Excellent,Male,Great,Great,1009,11,Great,Excellent,80,Great,1,10-15%
514,33,Churned,3,Bachelor's degree,Life Sciences,Low,Male,Great,Low,3348,11,Great,Low,80,Great,10,10-15%
515,35,Stayed,3,Bachelor's degree,Life Sciences,Great,Male,Good,Great,1281,18,Great,Great,80,Great,1,15-20%
516,23,Stayed,4,Bachelor's degree,Medical,Low,Male,Excellent,Low,2819,16,Great,Low,80,Excellent,3,15-20%
517,25,Stayed,8,Bachelor's degree,Life Sciences,Excellent,Male,Excellent,Good,4851,22,Excellent,Great,80,Great,3,20-25%
518,38,Stayed,7,Master's degree,Marketing,Excellent,Female,Good,Excellent,4028,20,Excellent,Low,80,Great,7,15-20%
519,29,Stayed,1,Master's degree,Life Sciences,Good,Male,Low,Excellent,2720,18,Great,Excellent,80,Great,10,15-20%
520,48,Stayed,2,Below College,Marketing,Good,Male,Excellent,Good,8120,12,Great,Excellent,80,Great,2,10-15%
521,27,Stayed,3,Below College,Medical,Excellent,Female,Excellent,Excellent,4647,20,Excellent,Good,80,Great,6,15-20%
522,37,Stayed,10,College,Life Sciences,Excellent,Male,Excellent,Excellent,4680,17,Great,Low,80,Great,1,15-20%
523,50,Stayed,28,Below College,Medical,Excellent,Male,Excellent,Great,3221,11,Great,Great,80,Great,20,10-15%
524,34,Stayed,9,Bachelor's degree,Medical,Excellent,Female,Good,Good,8621,14,Great,Good,80,Excellent,8,10-15%
525,24,Churned,3,College,Life Sciences,Low,Female,Great,Great,4577,14,Great,Low,80,Great,2,10-15%
526,39,Stayed,2,Master's degree,Technical Degree,Excellent,Female,Good,Great,4553,11,Great,Low,80,Great,20,10-15%
527,32,Stayed,10,Bachelor's degree,Marketing,Excellent,Male,Great,Excellent,5396,12,Great,Excellent,80,Good,10,10-15%
528,50,Churned,8,College,Technical Degree,Good,Male,Great,Great,6796,14,Great,Low,80,Great,4,10-15%
529,38,Stayed,1,Master's degree,Life Sciences,Good,Female,Excellent,Excellent,7625,13,Great,Great,80,Good,9,10-15%
530,27,Stayed,1,College,Life Sciences,Great,Female,Great,Low,7412,11,Great,Excellent,80,Great,9,10-15%
531,32,Stayed,3,College,Life Sciences,Great,Female,Great,Excellent,11159,15,Great,Excellent,80,Great,7,10-15%
532,47,Stayed,14,Master's degree,Marketing,Excellent,Male,Great,Low,4960,12,Great,Excellent,80,Great,7,10-15%
533,40,Stayed,5,Master's degree,Life Sciences,Excellent,Male,Good,Low,10475,21,Excellent,Great,80,Great,18,20-25%
534,53,Stayed,7,Bachelor's degree,Life Sciences,Great,Male,Excellent,Great,14814,19,Great,Great,80,Great,5,15-20%
535,41,Stayed,10,Master's degree,Human Resources,Good,Male,Good,Excellent,19141,15,Great,Good,80,Good,21,10-15%
536,60,Stayed,16,Master's degree,Marketing,Low,Male,Great,Low,5405,14,Great,Excellent,80,Great,2,10-15%
537,27,Stayed,10,College,Life Sciences,Excellent,Male,Great,Low,8793,21,Excellent,Great,80,Good,9,20-25%
538,41,Stayed,1,Bachelor's degree,Human Resources,Excellent,Male,Good,Great,19189,12,Great,Good,80,Great,22,10-15%
539,50,Stayed,8,Master's degree,Marketing,Excellent,Male,Great,Good,3875,15,Great,Excellent,80,Great,2,10-15%
540,28,Churned,1,College,Life Sciences,Low,Female,Low,Good,2216,13,Great,Excellent,80,Great,7,10-15%
541,36,Stayed,8,Bachelor's degree,Life Sciences,Low,Female,Excellent,Low,11713,14,Great,Low,80,Great,8,10-15%
542,38,Stayed,1,Bachelor's degree,Life Sciences,Great,Female,Great,Great,7861,14,Great,Excellent,80,Excellent,1,10-15%
543,44,Stayed,24,Bachelor's degree,Medical,Low,Male,Low,Great,3708,14,Great,Great,80,Great,5,10-15%
544,47,Stayed,3,Bachelor's degree,Medical,Excellent,Female,Great,Great,13770,12,Great,Excellent,80,Good,22,10-15%
545,30,Stayed,27,PhD,Marketing,Great,Male,Great,Excellent,5304,23,Excellent,Excellent,80,Good,8,20-25%
546,29,Stayed,10,Bachelor's degree,Life Sciences,Great,Male,Great,Great,2642,11,Great,Great,80,Great,1,10-15%
547,42,Churned,19,Bachelor's degree,Medical,Great,Male,Excellent,Great,2759,12,Great,Excellent,80,Great,2,10-15%
548,43,Stayed,15,Bachelor's degree,Life Sciences,Excellent,Male,Good,Excellent,6804,18,Great,Great,80,Great,2,15-20%
549,34,Stayed,8,College,Medical,Good,Female,Great,Great,6142,11,Great,Excellent,80,Great,5,10-15%
550,23,Stayed,9,Below College,Medical,Good,Male,Great,Low,2500,14,Great,Excellent,80,Excellent,4,10-15%
551,39,Stayed,3,Bachelor's degree,Human Resources,Great,Female,Excellent,Good,6389,15,Great,Great,80,Low,8,10-15%
552,56,Stayed,9,Bachelor's degree,Medical,Great,Male,Great,Excellent,11103,11,Great,Great,80,Good,10,10-15%
553,40,Stayed,2,Below College,Medical,Excellent,Female,Good,Excellent,2342,20,Excellent,Excellent,80,Good,4,15-20%
554,27,Stayed,7,Bachelor's degree,Medical,Excellent,Female,Good,Low,6811,19,Great,Low,80,Low,7,15-20%
555,29,Stayed,10,Bachelor's degree,Marketing,Excellent,Male,Great,Good,2297,14,Great,Excellent,80,Great,2,10-15%
556,53,Stayed,6,Bachelor's degree,Life Sciences,Excellent,Male,Great,Excellent,2450,17,Great,Excellent,80,Great,2,15-20%
557,35,Stayed,2,Master's degree,Life Sciences,Excellent,Female,Great,Low,5093,11,Great,Low,80,Excellent,1,10-15%
558,32,Stayed,24,Master's degree,Life Sciences,Low,Male,Great,Excellent,5309,15,Great,Excellent,80,Great,10,10-15%
559,38,Stayed,2,PhD,Medical,Excellent,Male,Great,Great,3057,13,Great,Good,80,Low,1,10-15%
560,34,Stayed,8,PhD,Life Sciences,Good,Female,Great,Low,5121,14,Great,Great,80,Great,0,10-15%
561,52,Stayed,3,Master's degree,Marketing,Great,Male,Good,Low,16856,11,Great,Low,80,Excellent,34,10-15%
562,33,Churned,1,Master's degree,Other,Excellent,Male,Great,Excellent,2686,13,Great,Great,80,Good,10,10-15%
563,25,Stayed,26,Below College,Medical,Great,Female,Great,Excellent,6180,23,Excellent,Good,80,Good,6,20-25%
564,45,Stayed,2,College,Technical Degree,Good,Male,Low,Great,6632,13,Great,Low,80,Great,8,10-15%
565,23,Stayed,10,Below College,Medical,Low,Male,Excellent,Great,3505,18,Great,Excellent,80,Great,2,15-20%
566,47,Churned,27,College,Life Sciences,Good,Female,Excellent,Great,6397,12,Great,Excellent,80,Great,5,10-15%
567,34,Stayed,2,Bachelor's degree,Other,Excellent,Male,Great,Excellent,6274,22,Excellent,Great,80,Great,6,20-25%
568,55,Churned,2,Bachelor's degree,Medical,Excellent,Male,Great,Low,19859,13,Great,Excellent,80,Great,5,10-15%
569,36,Stayed,8,Master's degree,Life Sciences,Low,Male,Good,Low,7587,15,Great,Good,80,Great,10,10-15%
570,52,Stayed,19,Master's degree,Medical,Excellent,Male,Great,Excellent,4258,18,Great,Low,80,Great,4,15-20%
571,26,Stayed,1,College,Life Sciences,Low,Female,Low,Excellent,4364,14,Great,Low,80,Great,2,10-15%
572,29,Stayed,27,Bachelor's degree,Medical,Good,Female,Great,Great,4335,12,Great,Low,80,Good,8,10-15%
573,26,Churned,8,Bachelor's degree,Technical Degree,Excellent,Male,Good,Low,5326,17,Great,Great,80,Good,4,15-20%
574,34,Stayed,1,Master's degree,Life Sciences,Good,Female,Excellent,Excellent,3280,16,Great,Great,80,Great,4,15-20%
575,54,Stayed,19,Master's degree,Medical,Excellent,Female,Great,Low,5485,11,Great,Good,80,Great,5,10-15%
576,27,Stayed,8,Below College,Marketing,Great,Male,Great,Excellent,4342,19,Great,Good,80,Great,4,15-20%
577,37,Stayed,10,Below College,Life Sciences,Excellent,Female,Great,Low,2782,13,Great,Good,80,Good,5,10-15%
578,38,Stayed,2,Master's degree,Life Sciences,Low,Female,Excellent,Low,5980,12,Great,Excellent,80,Great,15,10-15%
579,34,Stayed,2,Master's degree,Medical,Great,Female,Good,Low,4381,11,Great,Great,80,Great,6,10-15%
580,35,Stayed,8,Master's degree,Life Sciences,Low,Female,Great,Excellent,2572,16,Great,Good,80,Good,3,15-20%
581,30,Stayed,1,Bachelor's degree,Life Sciences,Excellent,Male,Low,Great,3833,21,Excellent,Great,80,Great,2,20-25%
582,40,Stayed,2,College,Medical,Great,Female,Excellent,Good,4244,24,Excellent,Excellent,80,Great,8,20-25%
583,34,Stayed,8,College,Life Sciences,Great,Female,Great,Low,6500,17,Great,Good,80,Great,3,15-20%
584,42,Stayed,8,Bachelor's degree,Life Sciences,Good,Male,Great,Excellent,18430,13,Great,Good,80,Good,24,10-15%
585,23,Churned,6,Bachelor's degree,Life Sciences,Great,Male,Excellent,Low,1601,21,Excellent,Great,80,Great,0,20-25%
586,24,Stayed,9,Bachelor's degree,Life Sciences,Great,Male,Good,Good,2694,11,Great,Great,80,Great,1,10-15%
587,52,Stayed,11,Master's degree,Life Sciences,Excellent,Female,Great,Great,3149,20,Excellent,Good,80,Great,5,15-20%
588,50,Stayed,2,Bachelor's degree,Medical,Great,Male,Great,Great,17639,16,Great,Excellent,80,Great,4,15-20%
589,29,Churned,1,College,Life Sciences,Good,Female,Good,Low,2319,11,Great,Excellent,80,Great,1,10-15%
590,33,Stayed,7,Bachelor's degree,Medical,Great,Male,Great,Great,11691,11,Great,Excellent,80,Excellent,13,10-15%
591,33,Churned,16,Bachelor's degree,Marketing,Low,Female,Great,Low,5324,15,Great,Great,80,Great,3,10-15%
592,47,Stayed,2,College,Other,Great,Female,Great,Excellent,16752,11,Great,Great,80,Good,26,10-15%
593,36,Stayed,1,Bachelor's degree,Other,Great,Female,Great,Good,5228,15,Great,Low,80,Great,9,10-15%
594,29,Stayed,23,College,Life Sciences,Great,Male,Excellent,Great,2700,24,Excellent,Great,80,Great,10,20-25%
595,58,Churned,2,Master's degree,Life Sciences,Excellent,Male,Great,Good,19246,12,Great,Excellent,80,Great,31,10-15%
596,35,Stayed,1,Master's degree,Life Sciences,Excellent,Female,Excellent,Great,2506,13,Great,Great,80,Great,2,10-15%
597,42,Stayed,1,College,Life Sciences,Excellent,Female,Good,Excellent,6062,13,Great,Excellent,80,Great,4,10-15%
598,28,Churned,2,Master's degree,Medical,Great,Male,Great,Great,4382,17,Great,Excellent,80,Good,2,15-20%
599,36,Stayed,13,Bachelor's degree,Human Resources,Great,Male,Great,Good,2143,13,Great,Good,80,Great,5,10-15%
600,32,Stayed,4,Bachelor's degree,Life Sciences,Great,Female,Good,Great,6162,12,Great,Great,80,Great,14,10-15%
601,40,Stayed,16,Master's degree,Medical,Low,Male,Good,Great,5094,14,Great,Excellent,80,Great,1,10-15%
602,30,Stayed,2,Bachelor's degree,Medical,Great,Female,Good,Excellent,6877,24,Excellent,Good,80,Good,0,20-25%
603,45,Stayed,2,Bachelor's degree,Life Sciences,Good,Female,Good,Great,2274,14,Great,Excellent,80,Great,1,10-15%
604,42,Stayed,29,Bachelor's degree,Life Sciences,Good,Male,Great,Good,4434,13,Great,Excellent,80,Good,9,10-15%
605,38,Stayed,12,Bachelor's degree,Life Sciences,Low,Male,Good,Low,6288,15,Great,Great,80,Good,4,10-15%
606,34,Stayed,16,Master's degree,Life Sciences,Great,Female,Good,Excellent,2553,16,Great,Great,80,Great,5,15-20%
607,49,Churned,11,Bachelor's degree,Marketing,Great,Female,Great,Excellent,7654,18,Great,Low,80,Excellent,9,15-20%
608,55,Churned,2,Below College,Medical,Great,Male,Great,Excellent,5160,16,Great,Great,80,Good,9,15-20%
609,43,Stayed,14,College,Life Sciences,Good,Male,Great,Low,17159,24,Excellent,Great,80,Great,4,20-25%
610,27,Stayed,5,Below College,Technical Degree,Great,Male,Good,Excellent,12808,16,Great,Good,80,Great,9,15-20%
611,35,Stayed,7,Bachelor's degree,Other,Great,Male,Great,Great,10221,21,Excellent,Good,80,Excellent,8,20-25%
612,28,Stayed,2,Master's degree,Marketing,Good,Female,Great,Good,4779,20,Excellent,Low,80,Great,8,15-20%
613,34,Stayed,3,College,Human Resources,Great,Male,Great,Excellent,3737,19,Great,Great,80,Low,3,15-20%
614,26,Churned,5,College,Medical,Great,Female,Good,Great,2366,14,Great,Low,80,Great,8,10-15%
615,27,Stayed,3,Bachelor's degree,Medical,Excellent,Male,Great,Excellent,1706,11,Great,Great,80,Good,0,10-15%
616,51,Stayed,26,Master's degree,Marketing,Low,Female,Great,Great,16307,14,Great,Great,80,Good,20,10-15%
617,44,Stayed,4,Bachelor's degree,Medical,Excellent,Male,Great,Good,5933,12,Great,Excellent,80,Good,5,10-15%
618,25,Stayed,2,Below College,Medical,Low,Male,Excellent,Low,3424,13,Great,Great,80,Good,4,10-15%
619,33,Stayed,1,Bachelor's degree,Medical,Low,Male,Excellent,Low,4037,22,Excellent,Low,80,Great,9,20-25%
620,35,Stayed,27,Below College,Medical,Great,Female,Good,Low,2559,11,Great,Excellent,80,Good,6,10-15%
621,36,Stayed,1,College,Life Sciences,Good,Male,Great,Excellent,6201,14,Great,Excellent,80,Good,18,10-15%
622,32,Stayed,13,Master's degree,Life Sciences,Good,Male,Great,Excellent,4403,11,Great,Great,80,Good,5,10-15%
623,30,Stayed,5,Master's degree,Life Sciences,Good,Male,Good,Excellent,3761,12,Great,Good,80,Good,5,10-15%
624,53,Stayed,7,College,Marketing,Low,Female,Good,Excellent,10934,18,Great,Excellent,80,Great,5,15-20%
625,45,Stayed,9,Bachelor's degree,Marketing,Excellent,Male,Great,Low,10761,12,Great,Great,80,Great,5,10-15%
626,32,Stayed,8,College,Medical,Great,Female,Excellent,Great,5175,12,Great,Great,80,Good,5,10-15%
627,52,Stayed,25,Master's degree,Medical,Great,Female,Good,Excellent,13826,22,Excellent,Great,80,Great,9,20-25%
628,37,Stayed,16,Master's degree,Marketing,Excellent,Male,Good,Great,6334,19,Great,Excellent,80,Great,1,15-20%
629,28,Stayed,8,College,Medical,Good,Male,Good,Excellent,4936,13,Great,Excellent,80,Great,5,10-15%
630,22,Stayed,1,College,Life Sciences,Excellent,Male,Good,Excellent,4775,22,Excellent,Low,80,Low,2,20-25%
631,44,Stayed,8,Master's degree,Life Sciences,Low,Male,Excellent,Excellent,2818,24,Excellent,Great,80,Good,3,20-25%
632,42,Stayed,2,Below College,Medical,Good,Male,Great,Excellent,2515,14,Great,Excellent,80,Great,2,10-15%
633,36,Stayed,8,Bachelor's degree,Life Sciences,Low,Male,Good,Low,2342,21,Excellent,Great,80,Great,5,20-25%
634,25,Stayed,3,Below College,Other,Great,Male,Great,Low,4194,18,Great,Excellent,80,Great,5,15-20%
635,35,Stayed,9,Bachelor's degree,Life Sciences,Excellent,Female,Good,Great,10685,20,Excellent,Good,80,Great,17,15-20%
636,35,Churned,25,Master's degree,Life Sciences,Excellent,Female,Great,Good,2022,19,Great,Low,80,Good,10,15-20%
637,32,Stayed,1,Bachelor's degree,Life Sciences,Excellent,Male,Great,Excellent,2314,12,Great,Good,80,Great,3,10-15%
638,25,Stayed,4,Below College,Marketing,Great,Male,Good,Low,4256,12,Great,Low,80,Excellent,5,10-15%
639,49,Stayed,1,Bachelor's degree,Technical Degree,Great,Female,Great,Low,3580,16,Great,Good,80,Great,4,15-20%
640,24,Stayed,4,Below College,Life Sciences,Low,Male,Good,Excellent,3162,17,Great,Excellent,80,Good,5,15-20%
641,32,Stayed,5,College,Life Sciences,Good,Male,Great,Good,6524,14,Great,Excellent,80,Great,10,10-15%
642,38,Stayed,9,Bachelor's degree,Marketing,Good,Male,Good,Good,2899,19,Great,Excellent,80,Great,2,15-20%
643,42,Stayed,3,Bachelor's degree,Life Sciences,Great,Female,Excellent,Excellent,5231,13,Great,Good,80,Good,5,10-15%
644,31,Stayed,11,Master's degree,Life Sciences,Excellent,Male,Great,Excellent,2356,19,Great,Good,80,Great,6,15-20%
645,29,Churned,1,Bachelor's degree,Medical,Good,Female,Good,Great,2800,19,Great,Great,80,Great,3,15-20%
646,53,Stayed,8,Bachelor's degree,Marketing,Low,Male,Great,Excellent,11836,14,Great,Great,80,Great,2,10-15%
647,35,Stayed,25,Bachelor's degree,Technical Degree,Excellent,Male,Good,Good,10903,16,Great,Low,80,Great,13,15-20%
648,37,Stayed,21,College,Medical,Great,Female,Great,Excellent,2973,15,Great,Good,80,Great,5,10-15%
649,53,Stayed,23,Master's degree,Life Sciences,Excellent,Female,Great,Excellent,14275,18,Great,Great,80,Great,12,15-20%
650,43,Stayed,1,Bachelor's degree,Life Sciences,Excellent,Female,Great,Excellent,5562,13,Great,Good,80,Good,5,10-15%
651,47,Stayed,2,College,Marketing,Great,Female,Great,Excellent,4537,22,Excellent,Low,80,Great,7,20-25%
652,37,Stayed,19,College,Medical,Low,Male,Great,Good,7642,13,Great,Excellent,80,Great,10,10-15%
653,50,Stayed,2,Master's degree,Life Sciences,Low,Male,Great,Low,17924,11,Great,Excellent,80,Great,31,10-15%
654,39,Stayed,2,Bachelor's degree,Life Sciences,Excellent,Female,Good,Excellent,5204,11,Great,Great,80,Great,5,10-15%
655,33,Stayed,3,College,Human Resources,Excellent,Male,Great,Good,2277,11,Great,Great,80,Excellent,4,10-15%
656,32,Churned,25,Master's degree,Life Sciences,Low,Male,Great,Excellent,2795,24,Excellent,Great,80,Low,1,20-25%
657,29,Stayed,7,Below College,Medical,Low,Female,Good,Excellent,2532,14,Great,Great,80,Great,4,10-15%
658,44,Stayed,9,College,Life Sciences,Good,Male,Great,Low,2559,13,Great,Excellent,80,Great,8,10-15%
659,28,Stayed,5,Master's degree,Medical,Low,Male,Great,Excellent,4908,14,Great,Good,80,Great,4,10-15%
660,58,Churned,2,Below College,Life Sciences,Excellent,Male,Good,Excellent,2380,14,Great,Excellent,80,Good,1,10-15%
661,43,Stayed,8,Bachelor's degree,Life Sciences,Low,Female,Great,Good,4765,21,Excellent,Great,80,Excellent,1,20-25%
662,20,Churned,2,Bachelor's degree,Medical,Great,Female,Good,Great,2044,13,Great,Excellent,80,Good,2,10-15%
663,21,Churned,18,Below College,Other,Excellent,Female,Great,Excellent,2693,19,Great,Low,80,Good,1,15-20%
664,36,Stayed,14,Below College,Life Sciences,Great,Male,Great,Excellent,6586,17,Great,Low,80,Good,16,15-20%
665,47,Stayed,2,Master's degree,Life Sciences,Excellent,Female,Good,Excellent,3294,18,Great,Low,80,Good,3,15-20%
666,22,Churned,3,Below College,Life Sciences,Good,Female,Great,Great,4171,19,Great,Low,80,Excellent,3,15-20%
667,41,Churned,2,Master's degree,Life Sciences,Good,Female,Low,Excellent,2778,13,Great,Great,80,Good,7,10-15%
668,28,Stayed,9,Bachelor's degree,Medical,Great,Female,Great,Great,2377,18,Great,Good,80,Great,2,15-20%
669,39,Churned,6,Bachelor's degree,Medical,Excellent,Male,Great,Low,2404,21,Excellent,Excellent,80,Low,2,20-25%
670,27,Stayed,4,Bachelor's degree,Life Sciences,Good,Female,Great,Great,2318,19,Great,Great,80,Great,1,15-20%
671,34,Stayed,10,Bachelor's degree,Life Sciences,Good,Male,Great,Good,2008,14,Great,Good,80,Great,1,10-15%
672,42,Stayed,14,College,Medical,Great,Female,Good,Great,6244,17,Great,Low,80,Great,5,15-20%
673,33,Stayed,1,Master's degree,Other,Great,Male,Good,Low,2799,11,Great,Good,80,Great,3,10-15%
674,58,Stayed,5,Bachelor's degree,Technical Degree,Great,Female,Good,Good,10552,13,Great,Excellent,80,Great,6,10-15%
675,31,Stayed,7,Master's degree,Life Sciences,Good,Male,Good,Great,2329,15,Great,Good,80,Excellent,7,10-15%
676,35,Stayed,21,Below College,Life Sciences,Excellent,Female,Great,Excellent,4014,25,Excellent,Excellent,80,Low,10,20-25%
677,49,Stayed,8,College,Other,Low,Female,Great,Good,7403,11,Great,Great,80,Good,26,10-15%
678,48,Stayed,20,Master's degree,Medical,Excellent,Male,Great,Great,2259,17,Great,Low,80,Good,0,15-20%
679,31,Stayed,20,College,Marketing,Excellent,Female,Great,Great,6932,13,Great,Excellent,80,Good,9,10-15%
680,36,Stayed,7,Master's degree,Other,Good,Male,Great,Excellent,4678,18,Great,Great,80,Great,6,15-20%
681,38,Stayed,1,Bachelor's degree,Technical Degree,Excellent,Female,Great,Low,13582,13,Great,Good,80,Great,15,10-15%
682,32,Stayed,1,Bachelor's degree,Life Sciences,Great,Female,Good,Good,2332,20,Excellent,Great,80,Great,3,15-20%
683,25,Churned,19,College,Marketing,Great,Male,Good,Good,2413,18,Great,Great,80,Great,1,15-20%
684,40,Stayed,10,Master's degree,Marketing,Low,Male,Good,Good,9705,12,Great,Good,80,Good,1,10-15%
685,26,Stayed,1,Bachelor's degree,Medical,Great,Male,Good,Low,4294,12,Great,Good,80,Great,7,10-15%
686,41,Stayed,6,Bachelor's degree,Medical,Excellent,Male,Great,Low,4721,13,Great,Great,80,Great,18,10-15%
687,36,Stayed,2,Master's degree,Medical,Great,Male,Great,Great,2519,21,Excellent,Great,80,Great,11,20-25%
688,19,Churned,21,Bachelor's degree,Other,Excellent,Male,Good,Good,2121,13,Great,Good,80,Excellent,1,10-15%
